#ImageName	Window	Conf	MajorAx	Perim	Area
1308758.TIF	1	0.10	88.54	461.90	1178
1308758.TIF	2	0.13	34.63	185.58	367
1308758.TIF	3	0.02	35.64	171.25	547
1308758.TIF	4	0.11	63.64	293.50	578
1308758.TIF	5	0.01	92.33	552.45	1294
1308758.TIF	6	0.12	30.07	159.57	504
1308758.TIF	7	0.18	85.63	518.98	1373
1308758.TIF	8	0.01	37.88	193.59	447
1308758.TIF	9	0.90	49.83	200.66	591
1308758.TIF	10	0.01	98.76	418.53	809
1308758.TIF	11	0.03	44.30	262.27	462
1308758.TIF	12	0.10	51.41	270.62	321
1308758.TIF	13	0.06	40.06	151.79	308
1308758.TIF	14	0.14	152.73	755.16	1509
1308758.TIF	15	0.03	42.92	259.57	368
1308758.TIF	16	0.05	58.57	205.45	507
1308758.TIF	17	0.07	50.83	207.02	381
1308758.TIF	18	0.04	63.96	344.32	642
1308758.TIF	19	0.10	40.14	221.11	378
1308758.TIF	20	0.01	48.95	239.68	388
1308758.TIF	21	0.02	58.70	191.81	530
1308758.TIF	22	0.10	72.42	225.28	593
1308758.TIF	23	0.03	136.94	661.18	1732
1308758.TIF	24	0.07	49.22	282.57	761
1308758.TIF	25	0.01	67.27	226.53	348
1308758.TIF	26	0.24	48.83	212.51	890
1308758.TIF	27	0.01	33.27	151.25	543
1308758.TIF	28	0.86	32.87	128.11	388
1308758.TIF	29	0.60	66.70	268.40	1009
1308758.TIF	30	0.09	54.73	298.10	973
1308758.TIF	31	0.20	67.76	169.57	511
1308758.TIF	32	0.42	43.18	242.59	721
1308758.TIF	33	0.21	62.54	262.37	1221
1308758.TIF	34	0.27	37.73	165.23	592
1308758.TIF	35	0.04	46.63	249.20	461
1308758.TIF	36	0.15	67.17	406.41	691
1308758.TIF	37	0.01	42.32	213.88	534
1308759.TIF	1	0.15	42.23	165.17	325
1308759.TIF	2	0.03	29.19	135.61	530
1308759.TIF	3	0.07	38.75	169.59	442
1308759.TIF	4	0.05	45.69	276.91	814
1308759.TIF	5	0.15	28.70	146.84	446
1308759.TIF	6	0.04	43.51	238.85	686
1308759.TIF	7	0.03	87.15	629.05	1244
1308759.TIF	8	0.05	43.49	189.22	310
1308759.TIF	9	0.02	28.74	170.26	373
1308759.TIF	10	0.08	38.43	105.45	746
1308759.TIF	11	0.03	26.32	122.95	344
1308759.TIF	12	0.21	37.03	163.65	419
1308759.TIF	13	0.06	48.42	229.67	569
1308759.TIF	14	0.61	76.94	370.48	1023
1308759.TIF	15	0.07	28.98	149.55	330
1308759.TIF	16	0.27	39.41	133.50	439
1308759.TIF	17	0.41	52.03	199.54	726
1308759.TIF	18	0.17	42.36	220.29	619
1308759.TIF	19	0.04	33.14	138.30	512
1308759.TIF	20	0.09	32.83	180.32	550
1308759.TIF	21	0.41	45.28	157.25	722
1308759.TIF	22	0.14	34.45	173.10	365
1308759.TIF	23	0.03	31.12	191.06	326
1308759.TIF	24	0.14	52.34	290.39	1074
1308759.TIF	25	0.01	44.61	229.41	354
1308759.TIF	26	0.72	38.11	216.23	803
1308759.TIF	27	0.12	56.25	173.65	860
1308759.TIF	28	0.07	33.17	151.70	467
1308759.TIF	29	0.06	42.05	180.92	696
1308759.TIF	30	0.09	52.54	212.78	454
1308759.TIF	31	0.07	45.21	209.91	362
1308759.TIF	32	0.00	67.38	435.37	792
1308759.TIF	33	0.22	34.49	136.14	339
1308759.TIF	34	0.01	50.20	287.97	439
1308759.TIF	35	0.01	33.20	216.54	304
1308759.TIF	36	0.11	48.58	272.58	1011
1308759.TIF	37	0.10	40.48	162.78	390
1308760.TIF	1	0.09	62.60	370.17	703
1308760.TIF	2	0.03	35.40	174.06	406
1308760.TIF	3	0.01	48.14	253.77	489
1308760.TIF	4	0.08	32.67	129.60	301
1308760.TIF	5	0.02	37.70	164.12	407
1308760.TIF	6	0.06	39.87	184.16	779
1308760.TIF	7	0.02	69.92	482.34	876
1308760.TIF	8	0.05	79.61	441.13	898
1308760.TIF	9	0.02	57.05	203.04	314
1308760.TIF	10	0.05	30.22	153.69	300
1308760.TIF	11	0.02	51.04	197.53	351
1308760.TIF	12	0.14	37.82	157.70	491
1308760.TIF	13	0.06	33.21	109.78	631
1308760.TIF	14	0.07	55.78	198.83	402
1308760.TIF	15	0.05	41.28	192.25	361
1308760.TIF	16	0.08	47.73	305.39	763
1308760.TIF	17	0.13	32.88	151.01	330
1308760.TIF	18	0.04	36.05	140.91	346
1308760.TIF	19	0.05	54.84	310.77	782
1308760.TIF	20	0.39	35.73	176.82	587
1308760.TIF	21	0.03	30.06	114.11	374
1308760.TIF	22	0.01	96.09	548.63	1515
1308760.TIF	23	0.01	42.30	226.30	315
1308760.TIF	24	0.05	44.51	394.73	450
1308760.TIF	25	0.01	47.73	296.45	459
1308760.TIF	26	0.01	47.79	199.98	434
1308760.TIF	27	0.16	40.32	225.01	658
1308760.TIF	28	0.11	52.07	339.89	1172
1308760.TIF	29	0.01	45.84	168.42	631
1308760.TIF	30	0.04	79.99	425.06	611
1308760.TIF	31	0.29	34.32	208.73	402
1308760.TIF	32	0.05	33.39	164.31	498
1308760.TIF	33	0.10	56.88	286.92	660
1308760.TIF	34	0.03	59.77	271.90	366
1308760.TIF	35	0.06	133.73	419.02	858
1308761.TIF	1	0.01	41.26	158.09	322
1308761.TIF	2	0.12	38.84	170.38	325
1308761.TIF	3	0.00	29.77	176.75	308
1308761.TIF	4	0.01	36.28	177.19	314
1308761.TIF	5	0.10	100.71	1234.18	1883
1308761.TIF	6	0.00	39.76	195.01	303
1308761.TIF	7	0.06	33.66	110.10	315
1308761.TIF	8	0.04	39.92	196.35	366
1308761.TIF	9	0.02	38.01	266.95	565
1308761.TIF	10	0.10	42.58	131.56	354
1308761.TIF	11	0.01	75.82	278.86	503
1308763.TIF	1	0.14	48.58	232.85	445
1308763.TIF	2	0.07	35.56	244.63	710
1308763.TIF	3	0.09	29.18	150.86	333
1308763.TIF	4	0.23	30.46	174.52	477
1308763.TIF	5	0.05	41.98	140.83	729
1308763.TIF	6	0.05	57.57	273.61	868
1308763.TIF	7	0.25	39.92	189.19	601
1308763.TIF	8	0.03	50.03	236.17	446
1308763.TIF	9	0.02	34.35	176.08	324
1308763.TIF	10	0.02	52.45	199.76	417
1308763.TIF	11	0.01	48.34	331.15	711
1308763.TIF	12	0.02	33.60	120.55	406
1308763.TIF	13	0.02	96.81	914.33	2345
1308763.TIF	14	0.00	43.52	277.32	760
1308763.TIF	15	0.01	37.32	241.06	616
1308763.TIF	16	0.01	35.85	175.24	384
1308763.TIF	17	0.00	47.07	353.18	685
1308763.TIF	18	0.09	34.66	186.07	360
1308763.TIF	19	0.10	30.80	112.09	310
1308763.TIF	20	0.01	76.07	367.72	896
1308763.TIF	21	0.01	28.39	146.53	319
1308763.TIF	22	0.01	25.26	110.14	342
1308763.TIF	23	0.01	30.30	138.72	380
1308763.TIF	24	0.13	36.89	136.73	305
1308763.TIF	25	0.09	34.11	199.12	307
1308764.TIF	1	0.04	36.73	184.16	470
1308764.TIF	2	0.13	54.19	237.06	442
1308764.TIF	3	0.02	59.24	403.97	605
1308764.TIF	4	0.04	34.31	129.02	628
1308764.TIF	5	0.05	42.29	177.95	357
1308764.TIF	6	0.01	61.42	298.81	456
1308764.TIF	7	0.05	51.93	261.06	632
1308764.TIF	8	0.94	50.60	213.48	597
1308764.TIF	9	0.02	36.31	200.90	310
1308764.TIF	10	0.05	49.60	295.85	423
1308764.TIF	11	0.02	71.13	287.18	576
1308764.TIF	12	0.04	46.16	186.63	322
1308764.TIF	13	0.01	28.69	134.66	459
1308764.TIF	14	0.20	41.46	190.12	967
1308764.TIF	15	0.15	28.52	137.48	414
1308764.TIF	16	0.14	66.71	336.22	977
1308764.TIF	17	0.01	45.46	184.77	502
1308764.TIF	18	0.15	32.46	99.01	355
1308764.TIF	19	0.01	34.16	197.44	346
1308764.TIF	20	0.08	40.34	136.03	433
1308764.TIF	21	0.03	49.82	408.19	620
1308764.TIF	22	0.12	30.12	152.66	367
1308764.TIF	23	0.02	55.87	309.15	890
1308764.TIF	24	0.12	70.80	491.93	1166
1308764.TIF	25	0.03	53.09	401.86	787
1308764.TIF	26	0.26	50.98	310.64	1032
1308764.TIF	27	0.26	60.46	269.84	1053
1308764.TIF	28	0.04	56.19	262.07	561
1308764.TIF	29	0.04	33.66	168.96	356
1308764.TIF	30	0.04	49.22	272.75	448
1308765.TIF	1	0.05	82.10	447.17	1413
1308765.TIF	2	0.01	33.07	162.95	393
1308765.TIF	3	0.07	58.29	325.69	1205
1308765.TIF	4	0.05	80.84	398.67	1958
1308765.TIF	5	0.02	72.56	556.80	1437
1308765.TIF	6	0.01	45.54	274.10	522
1308765.TIF	7	0.01	57.69	340.90	896
1308765.TIF	8	0.03	124.45	566.42	2579
1308765.TIF	9	0.18	48.73	309.70	714
1308765.TIF	10	0.01	26.86	154.36	452
1308765.TIF	11	0.77	67.51	275.49	1044
1308765.TIF	12	0.03	59.11	270.82	536
1308765.TIF	13	0.29	35.56	157.10	559
1308765.TIF	14	0.02	64.90	432.21	651
1308765.TIF	15	0.01	27.08	92.95	354
1308765.TIF	16	0.02	43.98	256.50	323
1308765.TIF	17	0.89	47.65	198.52	881
1308765.TIF	18	0.14	27.78	107.86	322
1308765.TIF	19	0.23	37.50	237.90	454
1308765.TIF	20	0.04	30.87	167.09	514
1308765.TIF	21	0.02	61.15	295.19	552
1308765.TIF	22	0.15	41.89	227.35	372
1308765.TIF	23	0.04	29.93	151.07	429
1308765.TIF	24	0.04	100.29	670.78	1345
1308765.TIF	25	0.02	49.40	322.47	1249
1308765.TIF	26	0.01	40.70	166.88	338
1308765.TIF	27	0.12	41.42	157.90	448
1308765.TIF	28	0.06	42.54	216.96	747
1308765.TIF	29	0.11	33.13	225.78	318
1308766.TIF	1	0.04	39.54	199.38	338
1308766.TIF	2	0.03	38.86	240.63	470
1308766.TIF	3	0.03	53.08	177.77	315
1308766.TIF	4	0.01	45.48	179.24	389
1308766.TIF	5	0.15	56.33	321.43	433
1308766.TIF	6	0.01	58.50	229.67	385
1308766.TIF	7	0.00	47.48	319.54	533
1308766.TIF	8	0.15	42.91	278.94	379
1308766.TIF	9	0.09	31.04	96.05	328
1308766.TIF	10	0.01	34.93	241.76	492
1308766.TIF	11	0.09	43.68	222.12	450
1308766.TIF	12	0.06	44.79	282.76	974
1308766.TIF	13	0.13	56.98	205.25	451
1308766.TIF	14	0.03	31.45	123.76	368
1308766.TIF	15	0.15	61.48	243.60	606
1308766.TIF	16	0.36	47.70	207.45	984
1308766.TIF	17	0.01	55.18	197.56	1471
1308766.TIF	18	0.05	32.37	131.75	524
1308766.TIF	19	0.29	43.16	246.93	485
1308766.TIF	20	0.14	35.65	127.82	451
1308766.TIF	21	0.10	54.49	281.87	488
1308767.TIF	1	0.09	58.36	263.85	375
1308767.TIF	2	0.10	34.56	154.89	525
1308767.TIF	3	0.04	38.51	265.93	337
1308767.TIF	4	0.01	41.22	204.49	325
1308767.TIF	5	0.13	43.51	288.48	798
1308767.TIF	6	0.03	38.50	158.38	370
1308767.TIF	7	0.71	64.55	292.44	944
1308767.TIF	8	0.05	35.44	238.02	430
1308767.TIF	9	0.15	35.62	165.16	355
1308767.TIF	10	0.04	38.59	172.79	375
1308767.TIF	11	0.12	57.34	196.04	445
1308767.TIF	12	0.00	75.30	489.54	1004
1308767.TIF	13	0.04	32.24	169.41	376
1308767.TIF	14	0.85	40.22	236.53	927
1308767.TIF	15	0.02	50.08	223.87	413
1308767.TIF	16	0.04	45.48	203.09	307
1308767.TIF	17	0.03	36.86	145.96	417
1308767.TIF	18	0.08	62.33	267.73	379
1308767.TIF	19	0.19	32.64	179.09	304
1308767.TIF	20	0.87	50.08	163.04	567
1308767.TIF	21	0.04	34.93	132.39	344
1308767.TIF	22	0.05	77.86	257.66	528
1308767.TIF	23	0.01	36.61	239.66	453
1308767.TIF	24	0.16	75.29	467.25	1354
1308767.TIF	25	0.03	32.88	129.88	332
1308767.TIF	26	0.11	64.94	262.40	383
1308767.TIF	27	0.02	36.62	215.80	491
1308767.TIF	28	0.11	45.87	288.34	446
1308767.TIF	29	0.02	28.68	142.98	314
1308767.TIF	30	0.13	45.63	264.64	611
1308767.TIF	31	0.07	65.08	302.07	499
1308767.TIF	32	0.60	40.47	195.20	570
1308767.TIF	33	0.02	66.00	253.70	408
1308767.TIF	34	0.26	41.11	301.70	932
1308767.TIF	35	0.08	54.72	229.19	464
1308767.TIF	36	0.01	52.16	343.53	809
1308767.TIF	37	0.07	39.07	174.60	766
1308767.TIF	38	0.11	37.58	186.29	305
1308767.TIF	39	0.06	29.70	101.42	458
1308767.TIF	40	0.07	27.91	166.67	387
1308767.TIF	41	0.08	57.53	269.07	364
1308768.TIF	1	0.14	32.11	102.60	324
1308768.TIF	2	0.07	49.73	250.73	919
1308768.TIF	3	0.11	42.61	205.01	490
1308768.TIF	4	0.00	42.46	268.46	497
1308768.TIF	5	0.65	35.39	139.32	427
1308768.TIF	6	0.01	80.84	412.12	694
1308768.TIF	7	0.01	118.35	472.53	1222
1308768.TIF	8	0.10	38.43	275.50	402
1308768.TIF	9	0.03	49.92	315.35	488
1308768.TIF	10	0.02	55.19	386.70	762
1308768.TIF	11	0.20	33.96	224.87	340
1308768.TIF	12	0.03	26.58	160.40	306
1308768.TIF	13	0.03	41.34	190.22	370
1308768.TIF	14	0.04	29.40	209.43	404
1308768.TIF	15	0.94	100.27	381.24	1210
1308768.TIF	16	0.14	34.29	141.21	305
1308768.TIF	17	0.05	52.20	228.55	445
1308768.TIF	18	0.06	82.38	305.97	704
1308768.TIF	19	0.03	48.75	275.95	482
1308768.TIF	20	0.07	31.30	140.31	428
1308768.TIF	21	0.06	66.29	264.29	904
1308768.TIF	22	0.01	59.47	217.09	339
1308768.TIF	23	0.02	135.65	852.18	1928
1308768.TIF	24	0.02	58.43	262.38	560
1308768.TIF	25	0.08	33.79	140.45	324
1308768.TIF	26	0.03	38.86	271.66	405
1308768.TIF	27	0.01	89.73	427.36	769
1308768.TIF	28	0.08	48.99	318.91	686
1308768.TIF	29	0.08	43.97	144.72	339
1308769.TIF	1	0.03	41.23	189.49	363
1308769.TIF	2	0.08	103.28	419.76	842
1308769.TIF	3	0.08	39.32	189.08	326
1308769.TIF	4	0.37	47.26	167.18	424
1308769.TIF	5	0.29	40.28	252.91	934
1308769.TIF	6	0.02	39.46	266.97	382
1308769.TIF	7	0.22	38.71	179.59	708
1308769.TIF	8	0.02	47.83	293.73	656
1308769.TIF	9	0.66	62.95	214.15	410
1308769.TIF	10	0.06	39.08	210.47	517
1308769.TIF	11	0.04	48.23	246.50	392
1308769.TIF	12	0.02	28.83	200.35	347
1308769.TIF	13	0.07	102.26	346.63	610
1308769.TIF	14	0.02	43.64	385.59	528
1308769.TIF	15	0.06	39.14	158.80	348
1308769.TIF	16	0.28	40.11	196.10	427
1308769.TIF	17	0.04	30.19	180.33	356
1308769.TIF	18	0.89	43.19	167.23	851
1308769.TIF	19	0.05	39.98	175.35	563
1308769.TIF	20	0.02	26.46	119.06	325
1308769.TIF	21	0.09	46.72	224.63	451
1308769.TIF	22	0.16	34.02	113.94	537
1308769.TIF	23	0.94	87.39	188.59	305
1308769.TIF	24	0.78	44.47	240.11	767
1308769.TIF	25	0.48	34.02	219.63	603
1308769.TIF	26	0.12	50.17	196.48	551
1308769.TIF	27	0.04	37.25	233.42	732
1308769.TIF	28	0.05	50.08	381.11	660
1308769.TIF	29	0.01	57.98	376.75	675
1308769.TIF	30	0.10	46.09	249.61	421
1308769.TIF	31	0.06	39.70	255.30	550
1308769.TIF	32	0.37	62.34	324.22	1186
1308769.TIF	33	0.18	34.63	306.16	352
1308769.TIF	34	0.05	36.63	165.81	380
1308769.TIF	35	0.01	83.42	386.74	649
1308769.TIF	36	0.13	35.73	167.68	313
1308769.TIF	37	0.06	32.46	142.89	401
1308769.TIF	38	0.05	36.65	261.43	420
1308770.TIF	1	0.07	52.55	219.76	589
1308770.TIF	2	0.14	45.16	260.04	932
1308770.TIF	3	0.15	83.60	257.98	328
1308770.TIF	4	0.01	35.82	183.05	402
1308770.TIF	5	0.01	50.58	239.14	390
1308770.TIF	6	0.20	43.55	198.93	405
1308770.TIF	7	0.01	46.83	174.02	611
1308770.TIF	8	0.05	39.09	202.13	477
1308770.TIF	9	0.01	51.81	228.48	327
1308770.TIF	10	0.24	30.85	223.79	314
1308770.TIF	11	0.01	43.55	237.47	400
1308770.TIF	12	0.03	28.75	152.48	309
1308770.TIF	13	0.10	70.38	483.28	1600
1308770.TIF	14	0.03	81.20	432.68	744
1308770.TIF	15	0.01	47.94	271.28	438
1308770.TIF	16	0.05	30.87	166.41	368
1308770.TIF	17	0.03	39.81	285.18	731
1308770.TIF	18	0.02	103.03	494.63	1488
1308770.TIF	19	0.06	35.88	121.35	527
1308770.TIF	20	0.05	29.55	131.27	450
1308770.TIF	21	0.10	71.15	515.06	2335
1308770.TIF	22	0.17	30.57	143.97	437
1308770.TIF	23	0.05	64.47	331.82	504
1308770.TIF	24	0.02	59.00	228.75	359
1308770.TIF	25	0.05	66.33	380.90	1509
1308770.TIF	26	0.01	38.63	152.44	472
1308770.TIF	27	0.06	64.89	400.02	1595
1308770.TIF	28	0.14	24.87	134.49	302
1308771.TIF	1	0.02	29.19	130.61	387
1308771.TIF	2	0.18	46.23	201.85	440
1308771.TIF	3	0.04	47.91	186.47	302
1308771.TIF	4	0.10	40.80	191.18	401
1308771.TIF	5	0.01	79.83	529.85	862
1308771.TIF	6	0.05	76.08	474.02	1863
1308771.TIF	7	0.03	41.93	207.15	430
1308771.TIF	8	0.18	62.71	166.08	302
1308771.TIF	9	0.07	35.58	138.46	315
1308771.TIF	10	0.01	70.57	519.54	915
1308771.TIF	11	0.03	38.43	158.89	519
1308771.TIF	12	0.04	91.69	353.50	3003
1308771.TIF	13	0.09	53.10	205.61	359
1308771.TIF	14	0.08	52.46	202.10	482
1308771.TIF	15	0.04	26.95	156.28	313
1308771.TIF	16	0.02	46.26	365.00	584
1308771.TIF	17	0.53	51.17	238.18	901
1308771.TIF	18	0.38	62.59	206.96	433
1308771.TIF	19	0.04	44.72	261.62	805
1308771.TIF	20	0.03	116.24	554.65	1101
1308771.TIF	21	0.03	29.56	128.82	468
1308771.TIF	22	0.03	66.18	344.09	687
1308771.TIF	23	0.04	36.61	181.33	432
1308771.TIF	24	0.58	40.54	154.58	781
1308771.TIF	25	0.01	49.88	178.50	492
1308771.TIF	26	0.10	38.02	217.70	341
1308771.TIF	27	0.28	54.95	242.92	768
1308771.TIF	28	0.02	154.32	688.55	1513
1308771.TIF	29	0.04	150.66	1223.67	2680
1308771.TIF	30	0.09	44.84	157.85	385
1308771.TIF	31	0.22	30.11	131.66	322
1308771.TIF	32	0.35	47.60	303.17	924
1308771.TIF	33	0.03	44.29	240.82	461
1308771.TIF	34	0.09	42.56	237.46	616
1308771.TIF	35	0.07	34.37	172.66	754
1308772.TIF	1	0.24	38.06	114.54	303
1308772.TIF	2	0.04	28.30	188.98	345
1308772.TIF	3	0.27	47.06	281.69	1361
1308772.TIF	4	0.00	45.60	243.58	473
1308772.TIF	5	0.07	61.02	373.66	1195
1308772.TIF	6	0.06	47.71	211.25	1058
1308772.TIF	7	0.06	40.93	248.34	637
1308772.TIF	8	0.04	36.90	219.85	455
1308772.TIF	9	0.07	49.94	199.93	941
1308772.TIF	10	0.08	72.60	326.44	762
1308772.TIF	11	0.09	94.39	385.25	1106
1308772.TIF	12	0.01	35.77	161.91	321
1308772.TIF	13	0.42	62.87	306.19	950
1308772.TIF	14	0.02	41.20	224.88	985
1308772.TIF	15	0.05	35.02	128.18	387
1308772.TIF	16	0.06	32.59	200.22	351
1308772.TIF	17	0.31	56.76	359.36	989
1308772.TIF	18	0.02	35.07	141.19	513
1308772.TIF	19	0.10	67.81	257.79	614
1308772.TIF	20	0.03	52.73	228.93	326
1308772.TIF	21	0.96	61.59	448.33	1406
1308772.TIF	22	0.06	31.48	160.31	681
1308772.TIF	23	0.02	46.41	247.46	477
1308772.TIF	24	0.05	64.07	258.06	659
1308772.TIF	25	0.95	34.80	173.90	491
1308772.TIF	26	0.02	28.46	120.58	331
1308772.TIF	27	0.08	37.29	205.77	501
1308772.TIF	28	0.12	54.49	313.83	685
1308772.TIF	29	0.05	36.67	158.57	307
1308772.TIF	30	0.11	36.51	138.69	373
1308772.TIF	31	0.01	47.91	180.38	483
1308772.TIF	32	0.04	56.06	278.22	435
1308772.TIF	33	0.18	83.07	311.57	818
1308772.TIF	34	0.03	36.17	167.81	597
1308772.TIF	35	0.04	118.08	865.31	2998
1308772.TIF	36	0.04	29.12	212.37	347
1308772.TIF	37	0.09	49.70	293.06	1077
1308772.TIF	38	0.07	34.18	176.36	559
1308773.TIF	1	0.17	35.48	171.16	312
1308773.TIF	2	0.06	41.69	223.05	574
1308773.TIF	3	0.01	78.45	424.33	1194
1308773.TIF	4	0.02	50.08	191.52	372
1308773.TIF	5	0.05	36.88	121.15	362
1308773.TIF	6	0.02	48.21	292.73	551
1308773.TIF	7	0.01	70.33	395.95	1436
1308773.TIF	8	0.01	28.73	176.46	441
1308773.TIF	9	0.02	28.52	170.18	349
1308773.TIF	10	0.02	38.32	188.88	415
1308773.TIF	11	0.04	41.47	199.03	372
1308773.TIF	12	0.01	95.85	724.19	1321
1308773.TIF	13	0.04	58.38	384.31	637
1308773.TIF	14	0.01	36.59	226.65	325
1308773.TIF	15	0.02	42.83	348.61	421
1308773.TIF	16	0.01	60.62	477.50	710
1308773.TIF	17	0.03	25.23	140.48	371
1308773.TIF	18	0.01	49.83	227.53	372
1308773.TIF	19	0.02	46.35	189.85	565
1308773.TIF	20	0.84	51.86	168.47	634
1308773.TIF	21	0.06	52.31	143.46	600
1308773.TIF	22	0.29	40.63	138.56	597
1308773.TIF	23	0.06	50.42	201.18	594
1308774.TIF	1	0.06	48.56	168.25	557
1308774.TIF	2	0.10	44.98	152.46	303
1308774.TIF	3	0.07	28.71	212.66	420
1308774.TIF	4	0.06	35.50	198.02	785
1308774.TIF	5	0.01	48.05	217.91	528
1308774.TIF	6	0.50	43.60	243.35	894
1308774.TIF	7	0.06	42.38	157.33	461
1308774.TIF	8	0.02	32.65	145.46	336
1308774.TIF	9	0.01	72.63	364.98	588
1308774.TIF	10	0.20	54.08	322.07	828
1308774.TIF	11	0.03	57.24	277.84	433
1308774.TIF	12	0.06	35.79	155.38	353
1308774.TIF	13	0.41	55.93	210.57	680
1308774.TIF	14	0.14	65.87	269.03	1731
1308774.TIF	15	0.06	91.97	345.29	1171
1308774.TIF	16	0.08	76.19	182.14	575
1308774.TIF	17	0.07	33.32	219.09	525
1308774.TIF	18	0.30	61.84	187.05	701
1308774.TIF	19	0.09	39.60	229.19	416
1308774.TIF	20	0.00	50.67	298.51	336
1308774.TIF	21	0.01	51.25	299.58	654
1308774.TIF	22	0.13	35.64	170.01	635
1308774.TIF	23	0.02	95.10	340.21	952
1308774.TIF	24	0.07	34.73	192.85	409
1308774.TIF	25	0.06	28.11	123.32	363
1308774.TIF	26	0.07	50.94	213.94	512
1308774.TIF	27	0.26	39.62	203.06	756
1308774.TIF	28	0.11	42.03	143.60	648
1308774.TIF	29	0.07	35.24	227.00	660
1308774.TIF	30	0.06	46.94	245.92	338
1308774.TIF	31	0.02	37.68	259.96	657
1308774.TIF	32	0.08	49.88	169.81	990
1308774.TIF	33	0.14	35.76	162.44	391
1308774.TIF	34	0.01	26.74	93.30	413
1308774.TIF	35	0.01	86.36	452.88	1563
1308774.TIF	36	0.08	38.16	247.00	493
1308774.TIF	37	0.08	77.50	573.76	1202
1308774.TIF	38	0.03	30.83	145.71	329
1308775.TIF	1	0.03	65.34	367.49	1136
1308775.TIF	2	0.10	51.47	201.00	788
1308775.TIF	3	0.02	34.70	171.36	486
1308775.TIF	4	0.29	28.60	152.30	307
1308775.TIF	5	0.57	39.76	159.73	631
1308775.TIF	6	0.02	60.32	318.15	673
1308775.TIF	7	0.02	32.45	122.37	440
1308775.TIF	8	0.02	35.48	164.85	364
1308775.TIF	9	0.22	43.96	307.54	842
1308775.TIF	10	0.03	52.48	315.83	374
1308775.TIF	11	0.20	73.97	354.58	554
1308775.TIF	12	0.05	47.41	192.01	1120
1308775.TIF	13	0.09	45.53	144.89	648
1308775.TIF	14	0.01	53.04	204.76	348
1308775.TIF	15	0.89	84.13	279.67	1168
1308775.TIF	16	0.22	38.30	129.59	421
1308775.TIF	17	0.06	84.31	584.63	2544
1308775.TIF	18	0.02	37.09	154.16	302
1308775.TIF	19	0.04	30.84	222.20	300
1308775.TIF	20	0.03	29.88	114.81	342
1308775.TIF	21	0.47	59.22	282.23	855
1308775.TIF	22	0.93	33.15	200.74	613
1308775.TIF	23	0.02	57.81	360.73	516
1308775.TIF	24	0.01	59.43	456.97	721
1308775.TIF	25	0.11	50.30	161.29	309
1308775.TIF	26	0.05	61.02	237.19	407
1308775.TIF	27	0.03	36.71	135.24	324
1308775.TIF	28	0.02	37.92	186.56	601
1308775.TIF	29	0.03	63.46	361.19	533
1308775.TIF	30	0.01	60.68	443.31	906
1308775.TIF	31	0.01	71.45	439.52	715
1308775.TIF	32	0.01	41.57	346.38	376
1308775.TIF	33	0.01	29.35	127.96	545
1308775.TIF	34	0.07	44.57	387.00	583
1308775.TIF	35	0.05	56.22	382.71	599
1308775.TIF	36	0.10	26.69	127.31	360
1308776.TIF	1	0.98	52.59	190.83	670
1308776.TIF	2	0.02	38.01	132.63	399
1308776.TIF	3	0.40	44.00	237.66	814
1308776.TIF	4	0.18	40.83	218.46	534
1308776.TIF	5	0.01	40.83	122.40	435
1308776.TIF	6	0.13	44.42	271.56	496
1308776.TIF	7	0.02	53.35	288.53	603
1308776.TIF	8	0.05	34.64	207.28	344
1308776.TIF	9	0.03	51.17	287.98	478
1308776.TIF	10	0.07	41.38	219.52	597
1308776.TIF	11	0.15	30.67	179.99	511
1308776.TIF	12	0.03	54.37	266.17	454
1308776.TIF	13	0.04	26.53	125.87	459
1308776.TIF	14	0.19	51.61	182.26	405
1308776.TIF	15	0.01	39.19	248.46	377
1308776.TIF	16	0.01	38.24	166.99	646
1308776.TIF	17	0.05	55.64	256.13	460
1308776.TIF	18	0.28	45.27	258.81	840
1308776.TIF	19	0.01	75.16	384.88	685
1308776.TIF	20	0.04	62.11	424.12	619
1308776.TIF	21	0.06	30.63	146.18	336
1308776.TIF	22	0.04	42.93	223.41	691
1308776.TIF	23	0.04	62.75	251.91	462
1308776.TIF	24	0.02	48.80	225.08	910
1308776.TIF	25	0.01	46.20	202.57	488
1308776.TIF	26	0.05	38.43	173.87	367
1308776.TIF	27	0.05	42.36	299.74	441
1308776.TIF	28	0.08	37.68	215.35	799
1308776.TIF	29	0.02	47.06	206.51	364
1308776.TIF	30	0.01	39.98	224.25	688
1308776.TIF	31	0.01	31.57	128.77	300
1308776.TIF	32	0.05	31.69	211.68	443
1308776.TIF	33	0.02	43.77	196.78	440
1308776.TIF	34	0.01	40.15	258.84	397
1308776.TIF	35	0.02	34.51	155.74	316
1308776.TIF	36	0.11	45.32	171.45	464
1308778.TIF	1	0.02	47.20	204.94	470
1308778.TIF	2	0.11	46.86	241.48	454
1308778.TIF	3	0.06	38.42	165.37	337
1308778.TIF	4	0.03	54.96	243.09	425
1308778.TIF	5	0.03	34.28	138.97	554
1308778.TIF	6	0.04	52.55	270.57	506
1308778.TIF	7	0.06	60.59	379.97	1089
1308778.TIF	8	0.17	58.24	231.14	780
1308778.TIF	9	0.15	45.31	248.79	886
1308778.TIF	10	0.07	65.39	404.18	735
1308778.TIF	11	0.03	39.70	235.03	454
1308778.TIF	12	0.01	38.38	226.07	404
